"id","Metacritic_Score","Rank","Album_Name","Singer","Release_Date","Description","name","popularity","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
1950,87,22,"Electricity","Ibibio Sound Machine","2022-03-25","The fourth full-length release for Nigerian Afro-funk electronic band Ibibio Sound Machine was produced by Hot Chip.","Protection From Evil",39,0.00406,0.715,0.794,0.00765,9,0.287,-7.274,1,0.0482,114.993,4,0.387
1950,87,22,"Electricity","Ibibio Sound Machine","2022-03-25","The fourth full-length release for Nigerian Afro-funk electronic band Ibibio Sound Machine was produced by Hot Chip.","Almost Flying",23,0.358,0.657,0.686,0.744,7,0.0803,-8.107,0,0.0317,127.985,4,0.53
1950,87,22,"Electricity","Ibibio Sound Machine","2022-03-25","The fourth full-length release for Nigerian Afro-funk electronic band Ibibio Sound Machine was produced by Hot Chip.","Afo Ken Doko Mien",27,0.617,0.509,0.171,0,0,0.0492,-15.102,1,0.039,104.978,3,0.0385
1950,87,22,"Electricity","Ibibio Sound Machine","2022-03-25","The fourth full-length release for Nigerian Afro-funk electronic band Ibibio Sound Machine was produced by Hot Chip.","17 18 19",37,0.0691,0.806,0.764,0.000932,0,0.116,-5.33,1,0.0405,122.979,4,0.938
1950,87,22,"Electricity","Ibibio Sound Machine","2022-03-25","The fourth full-length release for Nigerian Afro-funk electronic band Ibibio Sound Machine was produced by Hot Chip.","All That You Want",41,0.254,0.752,0.75,0.00024,10,0.115,-5.64,0,0.0314,98.003,4,0.368
1950,87,22,"Electricity","Ibibio Sound Machine","2022-03-25","The fourth full-length release for Nigerian Afro-funk electronic band Ibibio Sound Machine was produced by Hot Chip.","Casio (Yak Nda Nda)",27,0.0288,0.772,0.884,0.0111,9,0.103,-8.328,0,0.0472,146.804,4,0.566
1950,87,22,"Electricity","Ibibio Sound Machine","2022-03-25","The fourth full-length release for Nigerian Afro-funk electronic band Ibibio Sound Machine was produced by Hot Chip.","Wanna See Your Face Again",28,0.32,0.786,0.639,5.17e-05,5,0.321,-7.53,0,0.0482,124.007,4,0.808
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","Chaise Longue",66,0.00135,0.684,0.749,0.111,7,0.141,-6.565,1,0.06,160.021,4,0.935
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","Loving You",54,0.058,0.648,0.569,0.0284,2,0.17,-6.323,1,0.0255,96.018,4,0.416
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","Too Late Now",57,0.00859,0.357,0.664,0.635,7,0.0971,-7.325,1,0.0888,156.38,4,0.445
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","Convincing",53,0.00182,0.564,0.784,0.385,11,0.275,-4.077,0,0.0304,127.92,4,0.519
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","Piece Of Shit",54,0.0206,0.747,0.6,0.00327,0,0.173,-6.534,1,0.0294,115.066,4,0.595
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","Supermarket",52,7.9e-05,0.365,0.744,0.00299,4,0.191,-4.872,1,0.0515,175.585,4,0.563
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","Wet Dream",72,0.000927,0.721,0.701,0.026,2,0.234,-5.941,1,0.0306,130.091,3,0.892
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","Being In Love",63,0.00922,0.716,0.687,0.11,9,0.123,-4.94,0,0.0342,126.03,4,0.342
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","Oh No",53,0.000157,0.506,0.847,0.019,4,0.298,-3.085,1,0.0877,131.989,4,0.778
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","Angelica",60,0.000141,0.491,0.87,0.000729,0,0.368,-5.138,1,0.0393,131.989,4,0.314
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","Ur Mum",62,0.00702,0.685,0.72,0.275,4,0.425,-5.553,1,0.028,133.016,4,0.554
1951,87,23,"Wet Leg","Wet Leg","2022-04-08","The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").","I Don't Wanna Go Out",55,0.00524,0.545,0.732,0.203,2,0.359,-6.789,1,0.0312,120.014,4,0.479
1952,87,24,"Hugo","Loyle Carner","2022-10-21","The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.","Blood On My Nikes",58,0.501,0.529,0.845,0.000118,2,0.221,-7.195,1,0.336,92.118,4,0.326
1952,87,24,"Hugo","Loyle Carner","2022-10-21","The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.","Georgetown",57,0.0323,0.5,0.811,0,2,0.129,-6.479,1,0.306,92.354,4,0.636
1952,87,24,"Hugo","Loyle Carner","2022-10-21","The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.","A Lasting Place",57,0.856,0.746,0.288,0.021,1,0.148,-15.472,1,0.521,85.112,4,0.0845
1952,87,24,"Hugo","Loyle Carner","2022-10-21","The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.","Plastic",57,0.0407,0.768,0.628,0.00688,9,0.2,-6.717,0,0.0672,125.279,4,0.672
1952,87,24,"Hugo","Loyle Carner","2022-10-21","The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.","HGU",56,0.634,0.634,0.72,1.96e-05,6,0.378,-8.214,1,0.542,127.24,5,0.338
1952,87,24,"Hugo","Loyle Carner","2022-10-21","The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.","Hate",59,0.14,0.412,0.827,0.000493,10,0.259,-7.547,0,0.103,103.918,4,0.521
1952,87,24,"Hugo","Loyle Carner","2022-10-21","The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.","Homerton",59,0.272,0.544,0.643,0.00117,0,0.272,-8.704,0,0.136,91.615,4,0.426
1952,87,24,"Hugo","Loyle Carner","2022-10-21","The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.","Speed Of Plight",64,0.438,0.591,0.848,4.54e-06,10,0.269,-6.756,1,0.258,97.425,4,0.113
1952,87,24,"Hugo","Loyle Carner","2022-10-21","The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.","Polyfilla",59,0.608,0.721,0.676,0.000259,1,0.106,-7.15,1,0.177,91.998,4,0.439
1952,87,24,"Hugo","Loyle Carner","2022-10-21","The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.","Nobody Knows (Ladas Road)",60,0.0164,0.204,0.886,0.0131,8,0.707,-5.962,1,0.247,182.627,4,0.366
1953,87,25,"LIFE ON EARTH","Hurray for the Riff Raff","2022-02-18","The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.","nightqueen (feat. Ocean Vuong)",28,0.839,0.334,0.285,0.0545,11,0.11,-13.251,0,0.027,82.026,4,0.133
1953,87,25,"LIFE ON EARTH","Hurray for the Riff Raff","2022-02-18","The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.","LIFE ON EARTH",35,0.96,0.228,0.109,0.00581,7,0.0848,-12.748,1,0.0362,169.181,5,0.0708
1953,87,25,"LIFE ON EARTH","Hurray for the Riff Raff","2022-02-18","The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.","PIERCED ARROWS",44,0.605,0.577,0.648,0.000779,10,0.102,-6.009,1,0.0273,126.912,4,0.329
1953,87,25,"LIFE ON EARTH","Hurray for the Riff Raff","2022-02-18","The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.","ROSEMARY TEARS",27,0.8,0.244,0.281,0,7,0.1,-10.116,0,0.0302,82.625,3,0.18
1953,87,25,"LIFE ON EARTH","Hurray for the Riff Raff","2022-02-18","The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.","PRECIOUS CARGO",28,0.47,0.671,0.517,0.115,0,0.0615,-9.318,1,0.0412,96,4,0.319
1953,87,25,"LIFE ON EARTH","Hurray for the Riff Raff","2022-02-18","The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.","SAGA",32,0.451,0.615,0.768,8.8e-05,0,0.082,-6.332,1,0.031,127.943,4,0.625
1953,87,25,"LIFE ON EARTH","Hurray for the Riff Raff","2022-02-18","The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.","KiN",24,0.943,0.261,0.183,0.631,9,0.129,-31.084,1,0.0404,87.864,4,0.193
1953,87,25,"LIFE ON EARTH","Hurray for the Riff Raff","2022-02-18","The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.","RHODODENDRON",45,0.732,0.706,0.733,0.028,5,0.0949,-7.875,1,0.0494,74.995,4,0.692
1953,87,25,"LIFE ON EARTH","Hurray for the Riff Raff","2022-02-18","The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.","JUPITER'S DANCE",33,0.86,0.517,0.316,1.21e-05,7,0.101,-11.208,0,0.0601,119.512,5,0.346
1953,87,25,"LIFE ON EARTH","Hurray for the Riff Raff","2022-02-18","The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.","POINTED AT THE SUN",31,0.185,0.471,0.544,0,2,0.377,-5.968,1,0.032,120.057,4,0.334
1953,87,25,"LIFE ON EARTH","Hurray for the Riff Raff","2022-02-18","The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.","WOLVES",34,0.182,0.417,0.865,0.0111,7,0.0878,-6.367,1,0.0904,83.785,4,0.27
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Little Red Rooster - Live At The El Mocambo 1977",25,0.194,0.292,0.608,0.00879,7,0.746,-8.809,1,0.0341,98.803,3,0.43
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Hand Of Fate - Live At The El Mocambo 1977",30,0.0654,0.477,0.899,0.0376,0,0.727,-6.189,1,0.0425,129.991,4,0.805
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Star Star - Live At The El Mocambo 1977",27,0.0252,0.251,0.926,0.0661,9,0.901,-6.013,1,0.0997,155.776,4,0.767
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Crazy Mama - Live At The El Mocambo 1977",29,0.0288,0.447,0.883,0.00554,11,0.726,-6.266,0,0.0371,117.604,4,0.556
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Route 66 - Live At The El Mocambo 1977",31,0.0975,0.473,0.923,0.00157,4,0.722,-6.204,0,0.0791,144.625,4,0.792
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Crackin’ Up - Live At The El Mocambo 1977",28,0.308,0.594,0.801,0.103,7,0.699,-7.448,1,0.0277,105.572,4,0.925
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Let's Spend The Night Together - Live At The El Mocambo 1977",27,0.122,0.37,0.89,0.000808,9,0.7,-6.004,1,0.0408,78.472,3,0.723
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Tumbling Dice - Live At The El Mocambo 1977",32,0.133,0.45,0.842,0.0358,10,0.758,-7.254,1,0.0343,107.825,4,0.768
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Around And Around - Live At The El Mocambo 1977",27,0.0645,0.429,0.869,0.00543,2,0.848,-7.467,1,0.042,97.223,4,0.79
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Mannish Boy - Live At The El Mocambo 1977",28,0.28,0.272,0.76,0.00087,2,0.962,-7.508,1,0.0526,201.585,3,0.782
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","It’s Only Rock ’N’ Roll (But I Like It) - Live At The El Mocambo 1977",29,0.119,0.327,0.919,0.00432,9,0.94,-5.885,1,0.0379,141.465,4,0.901
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Fool To Cry - Live At The El Mocambo 1977",29,0.434,0.331,0.692,0.0143,5,0.889,-7.105,1,0.045,76.21,4,0.512
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Worried Life Blues - Live At The El Mocambo 1977",26,0.239,0.417,0.677,0.00296,9,0.759,-8.309,1,0.0461,111.718,1,0.589
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Brown Sugar - Live At The El Mocambo 1977",26,0.0482,0.347,0.916,0.0499,0,0.973,-5.455,1,0.081,150.435,4,0.795
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Rip This Joint - Live At The El Mocambo 1977",29,0.0293,0.437,0.948,0.756,6,0.976,-5.321,0,0.0943,116.343,4,0.727
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Jumpin’ Jack Flash - Live At The El Mocambo 1977",27,0.007,0.219,0.915,0.652,9,0.975,-6.613,1,0.104,151.344,4,0.64
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Honky Tonk Women - Live At The El Mocambo 1977",33,0.162,0.43,0.901,0.011,0,0.694,-6.215,1,0.045,112.077,4,0.89
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Hot Stuff - Live At The El Mocambo 1977",27,0.0372,0.497,0.914,0.181,2,0.753,-6.82,1,0.0487,110.005,4,0.791
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","Dance Little Sister - Live At The El Mocambo 1977",28,0.0647,0.311,0.912,0.0426,9,0.851,-6.316,1,0.103,154.192,4,0.713
1954,86,26,"Live at the El Mocambo","The Rolling Stones","2022-05-13","The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.","All Down The Line - Live At The El Mocambo 1977",30,0.107,0.245,0.965,0.0547,0,0.95,-5.153,1,0.0828,157.346,4,0.697
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","Headroom Piano",47,0.213,0.697,0.489,0.954,2,0.0469,-7.58,1,0.0278,98.998,4,0.812
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","No Bitterness",51,0.0167,0.463,0.781,0.316,9,0.308,-7.939,1,0.0453,157.876,4,0.529
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","Ain't It Easy",55,0.422,0.657,0.453,0.402,11,0.0775,-9.844,1,0.031,92.954,4,0.201
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","Forgive",48,0.00373,0.558,0.521,0.141,2,0.0585,-9.164,1,0.0263,72.01,4,0.435
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","Immunity",51,0.187,0.646,0.801,0.511,0,0.122,-6.252,1,0.0276,126.016,4,0.196
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","After All",54,0.74,0.582,0.464,0.253,6,0.0921,-6.959,0,0.0253,129.947,4,0.227
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","Mission",54,0.2,0.771,0.354,0.000827,10,0.11,-8.508,1,0.0302,113.956,4,0.273
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","Runner",59,0.104,0.732,0.703,0.0417,11,0.109,-7.224,1,0.0314,108.979,4,0.836
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","Blessing",51,0.0101,0.598,0.601,0.599,0,0.106,-6.739,1,0.0409,94.987,4,0.409
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","Miracles",51,0.129,0.658,0.337,2.24e-05,9,0.124,-10.802,1,0.0335,140.005,4,0.376
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","Early Morning Waiting",49,0.374,0.698,0.483,0.192,2,0.124,-8.945,1,0.0286,95.048,4,0.791
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","S.D.O.S",54,0.347,0.623,0.692,0.858,5,0.133,-6.334,1,0.0253,92.063,4,0.391
1955,86,27,"God Save the Animals","(Sandy) Alex G","2022-09-23","After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.","Cross the Sea",51,0.218,0.497,0.641,0.00109,2,0.149,-7.168,1,0.0366,149.01,4,0.11
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","(Five Years And) My Family",33,0.00374,0.264,0.962,0.243,8,0.058,-2.27,1,0.419,149.217,3,0.31
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","Spiritual Level Of Gang Shit",34,0.000375,0.278,0.897,0.00114,5,0.162,-4.245,0,0.135,87.982,4,0.407
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","John J",31,0.00014,0.263,0.977,0.0143,9,0.292,-1.647,1,0.239,144.522,5,0.403
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","Jump!! (Or Get Jumped!!!)((by the future))",39,6.98e-05,0.182,0.987,0.14,1,0.352,-1.238,1,0.245,173.542,4,0.623
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","Thumbsucker",36,3.23e-05,0.296,0.995,0.13,11,0.345,-1.282,1,0.144,105.529,4,0.438
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","Fucked Up If True",35,9.44e-05,0.327,0.996,0.68,1,0.311,-1.84,0,0.164,103.588,3,0.145
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","We Wants Revenge",31,0.000167,0.418,0.991,0.193,1,0.0731,-0.875,1,0.142,99.019,4,0.322
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","Coming Correct Is Cheaper",39,0.000159,0.336,0.991,0.319,8,0.078,-1.998,1,0.252,99.595,4,0.319
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","Driponomics",40,0.00917,0.53,0.938,6.83e-05,0,0.196,-1.449,1,0.188,130.044,4,0.514
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","Gold Chain Punk (whogonbeatmyass?)",44,0.000234,0.3,0.964,0.0268,6,0.303,-1.779,0,0.184,141.759,4,0.187
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","GODBLESSYALLREALGOOD",31,0.00044,0.323,0.981,0.000117,8,0.291,-1.506,1,0.331,106.05,4,0.493
1956,86,28,"Diaspora Problems","Soul Glo","2022-03-25","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.","The Thangs I Carry",32,0.000177,0.127,0.989,0.128,2,0.0797,-1.235,1,0.158,90.631,4,0.127
1957,86,29,"A Light for Attracting Attention","The Smile","2022-05-13","The debut full-length release for Thom Yorke, Jonny Greenwood and Tom Skinner as The Smile was produced by Nigel Godrich.","Pana-vision",56,0.737,0.383,0.431,0.418,5,0.0909,-10.626,1,0.0275,178.784,4,0.453
1957,86,29,"A Light for Attracting Attention","The Smile","2022-05-13","The debut full-length release for Thom Yorke, Jonny Greenwood and Tom Skinner as The Smile was produced by Nigel Godrich.","You Will Never Work In Television Again",57,0.00198,0.338,0.828,0.023,0,0.0996,-6.377,1,0.1,176.842,5,0.198
1957,86,29,"A Light for Attracting Attention","The Smile","2022-05-13","The debut full-length release for Thom Yorke, Jonny Greenwood and Tom Skinner as The Smile was produced by Nigel Godrich.","The Same",56,0.865,0.592,0.585,0.759,1,0.125,-11.097,1,0.0252,97.002,4,0.204
1957,86,29,"A Light for Attracting Attention","The Smile","2022-05-13","The debut full-length release for Thom Yorke, Jonny Greenwood and Tom Skinner as The Smile was produced by Nigel Godrich.","The Smoke",61,0.724,0.705,0.636,0.777,11,0.116,-12.483,0,0.037,93.392,4,0.74
