"Metacritic_Score","Rank","Album_Name","Singer","Release_Date","Desciption","User_Score","Release_Year","id"
65,533,"Shiny and Oh So Bright, Vol. 1: No Past. No Future. No Sun","Smashing Pumpkins",2018-11-16,"Produced by Rick Rubin, the 10th full-length release for the alternative rock band sees the return of original members Jimmy Chamberlin and James Iha, joining remaining members Billy Corgan and Jeff Schroeder.",6.5,2018,"smashingpumpkins2018shisun"
64,534,"Wildness","Snow Patrol",2018-05-25,"The seventh full-length studio release for the rock band led by Gary Lightbody is its first in seven years and was produced by Jacknife Lee.",7.7,2018,"snowpatrol2018wiless"
64,535,"AmeriKKKant","Ministry",2018-03-09,"The 14th full-length studio release for the industrial metal band led by Al Jourgensen is its first without guitarist Mike Scaccia, who passed away in 2012.",6.2,2018,"ministry2018ameant"
64,536,"Ye","Kanye West",2018-06-01,"The seven-track release from the rapper was streamed live from Wyoming and featured guest appearances from 070 Shake, DeJ Loaf, Jeremih, Kid Cudi, John Legend, Nicki Minaj, PARTYNEXTDOOR, Ty Dolla $ign, Valee and Charlie Wilson.",7,2018,"kanyewest2018yeye"
63,537,"Simulation Theory","Muse",2018-11-09,"The eighth full-length studio release for the British rock band was produced by Rich Costey, Mike Elizondo, Shellback, and Timbaland. The deluxe and super deluxe editions feature alternate versions of several of the album's tracks.",6.9,2018,"muse2018simory"
63,538,"Golden","Kylie Minogue",2018-04-06,"The 14th full-length studio release for the Australian pop artist features influences from country music, with three tracks recorded in Nashville and a guest appearance from Jack Savoretti.",7.7,2018,"kylieminogue2018golden"
63,539,"It's About Time","Nile Rodgers",2018-09-28,"The first Chic album in over 25 years features guest appearances from Cosha, Craig David, Danny L Harle, Lady Gaga, LunchMoney Lewis, Vic Mensa, Mura Masa, NAO, Philippe Saisse, Emeli Sandé, Hailee Steinfeld, and Stefflon Don.",7.5,2018,"nilerodgers2018itsime"
63,540,"Drift","The Men",2018-03-02,"The seventh full-length release for the Brooklyn post-punk band was recorded with Travis Harrison.",7.2,2018,"themen2018driift"
63,541,"Yesterday Was Forever","Kate Nash",2018-03-30,"The fourth full-length release for the British singer-songwriter was funded from a Kickstarter campaign.",7.4,2018,"katenash2018yesver"
63,542,"The Atlas Underground","Tom Morello",2018-10-12,"The first full-length solo release for the Rage Against The Machine, Audioslave and Prophets of Rage member under his name features guest appearances from Steve Aoki, Bassnectar, Big Boi, Gary Clark Jr., K.Flay, GZA, Leikeli47, Killer Mike, Knife Party, Vic Mensa, Tim McIlrath, Marcus Mumford, Portugal. The Man, Pretty Lights, Carl Restivo, RZA, Nico Stadi, and Whethan.",NA,2018,"tommorello2018theund"
62,543,"Where Wilderness Grows","Gengahr",2018-03-09,"The second full-length release for the British indie rock band led by Felix Bush was produced by Neil Comber and features a guest appearance by Wolf Alice's Ellie Rowsell.",8.1,2018,"gengahr2018wheows"
62,544,"Kamikaze","Eminem",2018-08-31,"The surprise release from the Detroit rapper features guest appearances from Joyner Lucas, Jessie Reyez, Royce 5'9"", and Def Jam Records president Paul Rosenberg.",8.2,2018,"eminem2018kamaze"
62,545,"Speak Your Mind","Anne-Marie",2018-04-27,"The debut full-length release for the British pop artist features a guest appearance from Marshmello.",7.6,2018,"annemarie2018speind"
61,546,"Staying at Tamara's","George Ezra",2018-03-23,"The second full-length release for the British singer-songwriter features a guest appearance from First Aid Kit.",8,2018,"georgeezra2018staras"
61,547,"My Mind Makes Noises","Pale Waves",2018-09-14,"The debut full-length release for the British indie pop band led by Heather Baron-Gracie was co-produced by The 1975's Matty Healy and George Daniel (as well as Jonathan Gilmore and the band's drummer  Ciara Doran).",7,2018,"palewaves2018mymses"
60,548,"Stone Temple Pilots [2018]","Stone Temple Pilots",2018-03-16,"The second self-titled release for the alternative rock band is the first to features former The X Factor contestant Jeff Gutt as its lead singer.",7.3,2018,"stonetemplepilots2018sto018"
60,549,"Tangerine Reef","Animal Collective",2018-08-17,"The 11th full-length studio release for the experimental pop band is an audiovisual album developed in collaboration with Coral Morphologic and is its first without Panda Bear.",6.8,2018,"animalcollective2018taneef"
59,550,"Delta","Mumford & Sons",2018-11-16,"The fourth full-length studio release for the British folk rock band was produced by Paul Epworth.",6.1,2018,"mumfordsons2018dellta"
59,551,"Let's Go Sunshine","The Kooks",2018-08-31,"The fifth full-length release for the British indie pop band led by Luke Pritchard was produced by Brandon Friesen and Chris Seefried.",6.1,2018,"thekooks2018letine"
59,552,"Origins","Imagine Dragons",2018-11-09,"The fourth full-length studio release for the Las Vegas rock band features production from Alex Da Kid, John Hill, Joel Little, Mattman & Robin, Jorgen Odegard, and Ido Zmishlany.",6.2,2018,"imaginedragons2018oriins"
59,553,"Natural Rebel","Richard Ashcroft",2018-10-19,"The fifth full-length solo release for the British rock artist was produced with Jon Kelly and Emre Ramazanoglu.",8.1,2018,"richardashcroft2018natbel"
59,554,"Mania","Fall Out Boy",2018-01-19,"The seventh full-length release for the Chicago pop-punk band features a guest appearance from Burna Boy.",5.9,2018,"falloutboy2018mannia"
58,555,"Nasir","Nas",2018-06-15,"The seven-track release for the New York rap artist was produced by Kanye West.",7.6,2018,"nas2018nassir"
58,556,"Evolution","Disturbed",2018-10-19,"The seventh full-length studio release for the Chicago heavy metal band led by David Draiman was produced by Kevin Churko.",6.3,2018,"disturbed2018evoion"
57,557,"Crooked Shadows","Dashboard Confessional",2018-02-09,"The seventh full-length studio release for the emo band led by Chris Carrabba is its first in eight years.",6.2,2018,"dashboardconfessional2018croows"
57,558,"Coup de Grace","Miles Kane",2018-08-10,"The third full-length solo release for the former frontman of The Rascals features songs co-written with fellow The Last Shadow Puppets member Zach Dawes, Jamie T, Lana Del Raye, and Mini Mansions' Tyler Parkford.",7.6,2018,"mileskane2018couace"
57,559,"Happy Xmas","Eric Clapton",2018-10-12,"The Christmas album from the British guitarist features one new original song and an electronic-inspired version of ""Jingle Bells"" dedicated to Avicii.",NA,2018,"ericclapton2018hapmas"
56,560,"The Time Is Now","Craig David",2018-01-26,"The seventh full-length release for the Britihs R&B singer features guest appearances from Bastille, Chase & Status, JP Cooper, Goldlink, Ella Mai, and AJ Tracey.",6.3,2018,"craigdavid2018thenow"
56,561,"Smalls Change (Meditations Upon Ageing)","Derek Smalls",2018-04-13,"The debut solo release for the Spinal Tap bass player features guest appearances from Jeff ""Skunk"" Baxter, Gregg Bisonnette, Larry Carlton, David Crosby, Donald Fagen, Taylor Hawkins, Jim Keltner, Danny Kortchmar, Russ Kunkel, Michael League, Steve Lukather, Jane Lynch, Judith Owen, Phil X, Joe Satriani, Paul Shaffer, Chad Smith, The Snarky Puppy Horns, Steve Vai, Richard Thompson, Waddy Wachtel, Rick Wakeman, and Dweezil Zappa.",NA,2018,"dereksmalls2018smaing"
55,562,"Man of the Woods","Justin Timberlake",2018-02-02,"The fifth full-length solo studio release for the pop artist features guest appearances from Alicia Keys and Chris Stapleton.",6.1,2018,"justintimberlake2018manods"
53,563,"Anthem of the Peaceful Army","Greta Van Fleet",2018-10-19,"The debut full-length release for the Michigan rock band was recorded by Marlon Young, Al Sutton and Herschel Boone in Nashville and Michigan.",6,2018,"gretavanfleet2018antrmy"
52,564,"Nuthin' 2 Prove","Lil Yachty",2018-10-19,"The second release in 2018 for the Atlanta rap artist features guest appearances from Cardi B, Kevin Gates, Gunna, Juice WRLD, Lil Baby, Offset, Playboi Carti, Trippie Redd, and Young Nudy.",4,2018,"lilyachty2018nutove"
51,565,"Beerbongs & Bentleys","Post Malone",2018-04-27,"The second full-length release for the rapper features guest appearaces from 21 Savage, G-Eazy, Swae Lee, Nicki Minaj, Ty Dolla $ign, and YG.",6.6,2018,"postmalone2018beeeys"
50,566,"Lil Boat 2","Lil Yachty",2018-03-09,"The second full-length studio release for the Atlanta rapper features guest appearances from 2 Chainz, Jban$2Turnt, K$upreme, Lil Baby, Lil Pump, Offset, PnB Rock, Quavo, Tee Grizzley, Trippie Redd, Ugly God, and YoungBoy Never Broke Again.",5.3,2018,"lilyachty2018lilat2"
49,567,"Total Xanarchy","Lil Xan",2018-04-06,"The debut full-length release for the rapper features guest appearances from 2 Chainz, $teven Cannon, Diplo, and YG.",2.5,2018,"lilxan2018totchy"
49,568,"44/876","Sting",2018-04-20,"The debut full-length collaboration between Sting and Shaggy features contributions from DJ Agent Sasco, Aidonia, Morgan Heritage, Dominic Miller, and Robbie Shakespeare.",6.1,2018,"sting2018448876"
44,569,"Skins","XXXTentacion",2018-12-07,"The posthumous release for the controversial Florida rapper features a guest appearance from Kanye West.",3.8,2018,"xxxtentacion2018skiins"
38,570,"DUMMY BOY","6ix9ine",2018-11-27,"The debut full-length studio release for the rapper features guest appearances from  A Boogie wit da Hoodie, Anuel AA, Gunna, Tory Lanez, Lil Baby, Nicki Minaj, Murda Beatz, Bobby Shmurda, DJ Spinking, TrifeDrew, and Kanye West.",1.8,2018,"6ix9ine2018dumboy"
96,1,"Ghosteen","Nick Cave & The Bad Seeds",2019-10-04,"The 17th full-length studio release for Australian rock band is influenced in part by the accidental death of Nick Cave's 15-year old son in 2015 and is considered the third and final part of trilogy of albums that includes 2013's Push the Sky Away and 2016's Skeleton Tree.",8.6,2019,"nickcavethebadseeds2019ghoeen"
91,2,"Titanic Rising","Weyes Blood",2019-04-05,"The fourth full-length release for Natalie Mering was co-produced with Foxygen's Jonathan Rado.",8.9,2019,"weyesblood2019titing"
91,3,"Grey Area","Little Simz",2019-03-01,"The third full-length release for the British rapper Simbi Ajikawo features a guest appearances from Cleo Sol.",8.4,2019,"littlesimz2019grerea"
91,4,"Gold & Grey","Baroness",2019-06-14,"The fifth full-length release for the hard rock/metal band is the first with new guitarist Gina Gleason (Peter Adams left the band in 2017).",7.4,2019,"baroness2019golrey"
90,5,"Jimmy Lee","Raphael Saadiq",2019-08-23,"The first full-length release of new material from the R&B artist/producer was inspired by his late brother's struggle with drug addiction and features guest appearances from Rob Bacon, Reverend E. Baker, Ernest Turner, and Daniel J. Watts.",5.8,2019,"raphaelsaadiq2019jimlee"
90,6,"Eve","Rapsody",2019-08-23,"The third full-length studio release for the North Carolina rapper features guest appearances from J. Cole, D'Angelo, GZA, JID, Leikeli47, Mereba], PJ Morton, Queen Latifah, K.Roosevelt, SiR, and Elle Varner.",8.1,2019,"rapsody2019eveeve"
90,7,"Psychodrama","Dave",2019-03-08,"The debut full-length studio release for the British rapper features guest appearances from Burna Boy and J Hus.",8.1,2019,"dave2019psyama"
89,8,"Kiwanuka","Michael Kiwanuka",2019-11-01,"The third full-length release for the indie singer-songwriter was produced by by Danger Mouse and Inflo.",8.4,2019,"michaelkiwanuka2019kiwuka"
89,9,"LEGACY! LEGACY!","Jamila Woods",2019-05-10,"The second full-length release for the Chicago R&B artist features guest appearances from Jasminfire, Nitty Scott, Saba, Nico Segal, and theMIND.",8,2019,"jamilawoods2019legacy"
89,10,"All Mirrors","Angel Olsen",2019-10-04,"The fourth full-length studio release from the North Carolina-based indie folk singer-songwriter features arrangements and production by Ben Babbitt, Jherek Bischoff, and John Congelton.",7.8,2019,"angelolsen2019allors"
89,11,"When I Get Home","Solange",2019-03-01,"The fourth full-length album for the R&B singer is a surprise release.",7.5,2019,"solange2019wheome"
89,12,"We Are Not Your Kind","Slipknot",2019-08-09,"The sixth full-length studio release for the metal band was produced by Greg Fidelman.",8.5,2019,"slipknot2019weaind"
88,13,"War Music","Refused",2019-10-18,"The fifth full-length studio release for the Swedish hardcore punk band was produced by Martin Ehrencrona.",8.5,2019,"refused2019warsic"
88,14,"Caligula","Lingua Ignota",2019-07-19,"The third full-length release for Rhode Island artist Kristin Hayter was mixed by Seth Manchester features contributions from Mike Berdan, Lee Buford, Ted Byrnes, Noraa Kaplan, Sam McKinlay, and Dylan Walker.",8.1,2019,"linguaignota2019calula"
88,15,"Designer","Aldous Harding",2019-04-26,"The third full-length release for the New Zealand singer-songwriter was produced by John Parish.",8.3,2019,"aldousharding2019desner"
88,16,"Magdalene","FKA twigs",2019-11-08,"The second full-length studio release for the British experimental R&B artist Tahliah Barnett features a guest appearance from Future.",8.9,2019,"fkatwigs2019magene"
88,17,"Jaime","Brittany Howard",2019-09-20,"The debut full-length solo release for the Alabama Shakes frontwoman features contributions from Zac Cockrell, Shawn Everett, Robert Glasper, and Nate Smith.",7.9,2019,"brittanyhoward2019jaiime"
88,18,"Bandana","Freddie Gibbs",2019-06-28,"The second full-length studio collaboration between Freddie Gibbs and Madlib features guest appearances from Anderson .Paak, Yasiin Bey, Black Thought, Killer Mike, and Pusha T.",8.6,2019,"freddiegibbs2019banana"
88,19,"Shepherd in a Sheepskin Vest","Bill Callahan",2019-06-14,"The first new release in six years for the Austin-based singer-songwriter was recorded and mixed by Brian Beattie.",7.4,2019,"billcallahan2019sheest"
87,20,"U.F.O.F.","Big Thief",2019-05-03,"The third full-length release for the Brooklyn indie rock band led by Adrianne Lenker was produced by Andrew Sarlo.",8.6,2019,"bigthief2019ufofof"
87,21,"Reward","Cate Le Bon",2019-05-24,"The fifth full-length studio release for the Welsh singer-songwriter features contributions from Huw Evans, Sweet Baboo's Stephen Black, Samur Khouja, Josh Klinghoffer, and Warpaint's Stella Mozgawa, and Josiah Steinbrick.",8,2019,"catelebon2019reward"
87,22,"Purple Mountains","Purple Mountains",2019-07-12,"Just over 10 years after Silver Jews' David Berman announced his retirement, he returns with a new project produced by Jarvis Taveniere and Jeremy Earl of Woods.",7.9,2019,"purplemountains2019purins"
87,23,"Norman Fucking Rockwell!","Lana Del Rey",2019-08-30,"The sixth full-length release for the pop singer-songwriter was produced with Jack Antonoff and features contributions from Louis Bell, Zach Dawes, Rick Nowels, and Andrew Watt.",9.1,2019,"lanadelrey2019norell"
86,24,"Remind Me Tomorrow","Sharon Van Etten",2019-01-18,"The fifth full-length release for the singer-songwriter was produced by John Congleton.",8.2,2019,"sharonvanetten2019remrow"
86,25,"thank u, next","Ariana Grande",2019-02-08,"The fifth full-length studio release for the pop singer features production from Charles Anderson, Tommy Brown, Michael Foster, Max Martin, Happy Perez, Ilya Salmanzadeh, and Andrew ""Pop"" Wansel.",7.5,2019,"arianagrande2019thaext"
86,26,"Midsommar [Original Motion Picture Soundtrack]","BobKrlic",2019-07-05,"The first solo film score for The Haxan Cloak's Bobby Krlic is for Ari Aster's 2019 horror film and features a 16-piece orchestra.",8.4,2019,"bobkrlic2019midack"
86,27,"House of Sugar","(Sandy) Alex G",2019-09-13,"The latest full-length release for the Philadelphia artist features contributions from Samuel Acchione, Molly Germer, John Heywood, Tom Kelly, Jacob Portrait, and Emily Yacina.",8.7,2019,"sandyalexg2019hougar"
86,28,"Dogrel","Fontaines D.C.",2019-04-12,"The debut full-length release for the Irish indie rock band was produced and mixed by Dan Carey.",8.2,2019,"fontainesdc2019dogrel"
86,29,"Punk","CHAI",2019-03-15,"This is the second full-length release for the Japanese quartet that includes Mana, Kana, Yuna and Yuki.",7.2,2019,"chai2019pununk"
86,30,"There is No Other","Rhiannon Giddens",2019-05-03,"The collaboration between the Carolina Chocolate Drops member with Francesco Turrisi was recorded over five days in Dublin and was produced by Joe Henry.",7.8,2019,"rhiannongiddens2019theher"
85,31,"Badbea","Edwyn Collins",2019-03-29,"The ninth full-length release for the Scottish singer-songwriter was co-produced by Sean Read.",NA,2019,"edwyncollins2019badbea"
85,32,"Morbid Stuff","PUP",2019-04-05,"The third full-length release for the Toronto punk band was recorded by Dave Schiffman and Darren McGill.",8.3,2019,"pup2019moruff"
85,33,"ZUU","Denzel Curry",2019-05-31,"The fourth full-length studio release for the Florida rapper features guest appearances from Ice Billion Berg, Tay Keith, Kiddo Marv, PlayThatBoiZay, Rick Ross, and Sam Sneak.",7.9,2019,"denzelcurry2019zuuzuu"
85,34,"All My Heroes Are Cornballs","JPEGMAFIA",2019-09-13,"The third full-length studio release for the rapper from Baltimore was self-recorded and features guest appearances from Abdu Ali, Helena Deland and Buzzy Lee.",8.6,2019,"jpegmafia2019alllls"
85,35,"Walk Through Fire","Yola",2019-02-22,"Produced by Dan Auerbach, the debut full-length solo release for the British artist features influences from country, pop and soul music.",8.3,2019,"yola2019walire"
85,36,"Bird Songs of a Killjoy","Bedouine",2019-06-21,"The second full-length release for the Los Angeles-based folk singer-songwriter was produced by Gus Seyffert.",6.9,2019,"bedouine2019birjoy"
85,37,"Amadjar","Tinariwen",2019-09-06,"The ninth full-length release for the Malian Tuareg band features guest appearances from Rodolphe Burger, Jeiche Ould Chighaly, Warren Ellis, Cass McCombs, Michah Nelson, Stephen O'Malley, and Noura Mint Seymali.",8,2019,"tinariwen2019amajar"
85,38,"Life Metal","Sunn O)))",2019-04-19,"The Seattle drone metal specialists return with the first of two planned 2019 follow-ups to 2015's Kannon. This four-song set was produced by Steve Albini.",7.4,2019,"sunno2019liftal"
85,39,"In Cauda Venenum","Opeth",2019-09-27,"The 13th full-length release for the Swedish progressive death metal group comes in both an English and Swedish versions.",8.6,2019,"opeth2019incnum"
85,40,"Patience","Mannequin Pussy",2019-06-21,"The third full-length release for the Philadelphia-based punk rock band led by Marisa Dabice was produced by Will Yip.",7.9,2019,"mannequinpussy2019patnce"
85,41,"Two Hands","Big Thief",2019-10-11,"The second release in 2019 for the Brooklyn folk-influenced rock band led by Adrianne Lenker was recorded live.",8.4,2019,"bigthief2019twonds"
85,42,"Miss Universe","Nilüfer Yanya",2019-03-22,"The debut full-length release for the London-based singer-songwriter features co-production from Will Archer, Oli Barton-Wood, Jazzi Bobbi, Luke Bower, John Congleton, M.T. Hadley, and the Invisible's Dave Okumu.",8.3,2019,"nilüferyanya2019misrse"
85,43,"On the Line","Jenny Lewis",2019-03-22,"The fourth full-length release for the singer-songwriter/actress features contributions from Ryan Adams, Beck, Jim Keltner, Ringo Starr, Benmont Tench, and Don Was.",8.4,2019,"jennylewis2019ontine"
85,44,"Amo","Bring Me the Horizon",2019-01-25,"The sixth full-length release for the British rock/metalcore band was produced by the band's own Oli Sykes and Jordan Fish.",7.5,2019,"bringmethehorizon2019amoamo"
85,45,"Crushing","Julia Jacklin",2019-02-22,"The second full-length release for the Australian singer-songwriter was produced by Burke Reid.",8.2,2019,"juliajacklin2019cruing"
84,46,"Any Human Friend","Marika Hackman",2019-08-09,"The third full-length release for the London-based singer-songwriter was produced by Hackman and David Wrench.",7.4,2019,"marikahackman2019anyend"
84,47,"The Age of Immunology","Vanishing Twin",2019-06-07,"This is the second full-length release for the London-based experimental psychedelic pop project led by Cathy Lucas.",NA,2019,"vanishingtwin2019theogy"
84,48,"It Won't Be Like This All the Time","The Twilight Sad",2019-01-18,"The fifth full-length release for the Scottish indie rock quintet was produced by band's guitarist, Andy MacFarlane.",8.1,2019,"thetwilightsad2019itwime"
84,49,"Anicca","Teebs",2019-10-25,"The third full-length studio release for producer Mtendere Mandowa as Teebs features contributions from Ringgo Ancheta (aka MNDSGN), Daydream Masi, Michael Lundy, Panda Bear, Pink Siifu, Jimetta Rose, Thomas Stankiewicz, Sudan Archives, and Anna Wise.",8.1,2019,"teebs2019anicca"
84,50,"Eton Alive","Sleaford Mods",2019-02-22,"The fifth full-length studio release for the British duo of Jason Williamson and Andrew Fearn is the first album on their own label.",7.2,2019,"sleafordmods2019etoive"
84,51,"Mazy Fly","Spellling",2019-02-22,"This is the second full-length release for California-based Tia Cabral.",7.3,2019,"spellling2019mazfly"
84,52,"No Holiday","The Muffs",2019-10-18,"This is the first new release in five years from the Los Angeles punk rock band led by Kim Shattuck (who passed away on 2 Oct 2019).",NA,2019,"themuffs2019nohday"
84,53,"Giants of All Sizes","Elbow",2019-10-11,"The eighth full-length studio release for the British rock band features contributions from Chilli Chilton, Jesca Hoop and The Plumedores.",7.7,2019,"elbow2019giazes"
84,54,"The Imperial","The Delines",2019-01-11,"The second full-length release for the Portland, Oregon-based country soul band that includes members of Richmond Fontaine was produced by John Morgan Askew.",7.5,2019,"thedelines2019theial"
84,55,"The Practice of Love","Jenny Hval",2019-09-13,"The seventh full-length release for the Norwegian avant-garde artist features guest appearances from Félicia Atkinson, Laura Jean and Vivian Wang.",8,2019,"jennyhval2019theove"
84,56,"Sulphur English","Inter Arma",2019-04-12,"The Richmond, Virginia metal band's fourth album was produced by Mikey Allred.",NA,2019,"interarma2019sulish"
84,57,"The Book Of Traps and Lessons","Kate Tempest",2019-06-14,"The third full-length studio release for the British spoken-word poet was co-produced by Rick Rubin and Dan Carey.",8.2,2019,"katetempest2019theons"
84,58,"Dolphine","Mega Bog",2019-06-28,"The fifth full-length release for the singer-songwriter Erin Birgy features contributions from members of such band as Big Thief, Hand Habits and Iji.",8.6,2019,"megabog2019doline"
84,59,"Western Stars","Bruce Springsteen",2019-06-14,"The first new solo studio release in five years for the rock artist features contributions from Ron Aniello (who also produced), Jon Brion, Charlie Giordano, David Sancious,  Patti Scialfa, and Soozie Tyrell.",7.1,2019,"brucespringsteen2019wesars"
84,60,"Empath","Devin Townsend",2019-03-29,"The latest solo release for the Canadian metal artist features contributions from Morgan Ågren, Ryan Dahle, Ché Aimee Dorval, Mike Keneally, Samus Paulicelli, Steve Vai, and Anneke Van Giersbergen.",8.5,2019,"devintownsend2019empath"
84,61,"Henryk Górecki: Symphony No. 3 ""Symphony of Sorrowful Songs"" [Live]","Beth Gibbons",2019-03-29,"The collaboration between the Portishead singer and the Polish National Radio Symphony Orchestra conducted by Krzysztof Penderecki was recorded live in Warsaw on November 29th, 2014.",7.9,2019,"bethgibbons2019henive"
84,62,"Quiet Signs","Jessica Pratt",2019-02-08,"The third full-length release for the Los Angeles singer-songwriter is her first recorded in a professional studio.",7.7,2019,"jessicapratt2019quigns"
84,63,"ANIMA","Thom Yorke",2019-06-27,"The third full-length solo release for the Radiohead artist was produced by Nigel Godrich and a companion 15-minute film directed by Paul Thomas Anderson is to be released on Netflix on the same day.",8.7,2019,"thomyorke2019aniima"
84,64,"Thanks for the Dance","Leonard Cohen",2019-11-22,"The posthumous release features music from the singer-songwriter's final session was produced by his son, Adam Cohen and features contributions from such artists as Beck, Leslie Feist, Daniel Lanois, Javier Mas, Richard Reed Perry, and Jennifer Warnes.",7.6,2019,"leonardcohen2019thance"
84,65,"Cuz I Love You","Lizzo",2019-04-19,"The Minnesota rapper and flautist makes her major-label debut with this follow-up to 2015's Big GRRRL Small World. Missy Elliott and Gucci Mane guest.",7.7,2019,"lizzo2019cuzyou"
84,66,"Humanworld","Peter Perrett",2019-06-07,"The second full-length solo release for the former frontman of The Only Ones was produced by his son, Jamie Parrett.",NA,2019,"peterperrett2019humrld"
83,67,"Athena","Sudan Archives",2019-11-01,"The debut full-length release for Brittney Parks as Sudan Archives features influences from electronic, R&B and African music.",7.4,2019,"sudanarchives2019athena"
83,68,"uknowhatimsayin¿","Danny Brown",2019-10-04,"The fifth full-length studio release from the Detroit rapper features guest appearances from Blood Orange, JPEGMAFIA, Obongjayar, and Run The Jewels.",8.3,2019,"dannybrown2019uknyin"
83,69,"Trust in the Lifeforce of the Deep Mystery","The Comet Is Coming",2019-03-15,"The second full-length release for the London-based jazz trio of Max Hallett, Shabaka Hutchings and Dan Leavers features a guest appearance from Kate Tempest.",8.2,2019,"thecometiscoming2019truery"
83,70,"Like the River Loves the Sea","Joan Shelley",2019-08-30,"The seventh full-length solo release for the Kentucky-based singer-songwriter was produced with Sir James Elkington and recorded in Iceland.",7.1,2019,"joanshelley2019liksea"
83,71,"Heavy Lifter","Hovvdy",2019-10-18,"The third full-length release for the Austin duo of Charlie Martin and Will Taylor was produced with Ben Littlejohn.",NA,2019,"hovvdy2019heater"
83,72,"While I'm Livin'","Tanya Tucker",2019-08-23,"The first full-length album of new material in 17 years from the country legend was produced by Brandi Carlile and Shooter Jennings.",7.6,2019,"tanyatucker2019whivin"
83,73,"Deserted","Mekons",2019-03-29,"The first full-length studio release in eight years for the British punk collective was recorded near the Joshua Tree desert.",NA,2019,"mekons2019dested"
83,74,"The Return","Sampa the Great",2019-09-13,"The debut full-length studio release for the Australian rapper features guest appearances from Alien, Blue Lab Beats, Boadi, Jace XL, Krown, Lori, Mandarin Dreams, SILENTJAY, Steam Down, Sunburnt Soul Choir, Thando, Mwanje Tembo, Theresa Mutale Tembo, Whosane, and Ecca Vandal.",7.8,2019,"sampathegreat2019theurn"
83,75,"Devour","Pharmakon",2019-08-30,"The fourth full-length release for Margaret Chardiet as Pharmakon was recorded live in studio by Uniform's Ben Greenberg.",7.8,2019,"pharmakon2019devour"
83,76,"Placeholder","Hand Habits",2019-03-01,"The second full-length release for the Meg Duffy project was produced with Brad Cook.",7.5,2019,"handhabits2019plader"
83,77,"Significant Changes","Jayda G",2019-03-22,"The debut full-length release for the Canadian DJ/producer features a guest appearance from Alexa Dash.",7.5,2019,"jaydag2019sigges"
83,78,"The Afterlife","The Comet Is Coming",2019-12-06,"The second full-length release in 2019 for the British jazz trio was recorded at the same sessions as Trust In The Lifeforce Of The Deep Mystery and features a guest appearance from poet Joshua Idehen.",6.3,2019,"thecometiscoming2019theife"
83,79,"A Bath Full of Ecstasy","Hot Chip",2019-06-21,"The seventh full-length studio release for British indie electronic group features production from Rodaidh McDonald and Philippe Zdar.",7.7,2019,"hotchip2019abaasy"
83,80,"Miri","Bassekou Kouyate & Ngoni Ba",2019-02-01,"The fifth full-length release for the Malian folk band features guest appearances from Majid Bekkas, Afel Bocoum, Abdoulaye Diabate, Casey Driessen, Dom Flemons, Yasel González Rivera, Habib Koite, and Michael League.",NA,2019,"bassekoukouyatengoniba2019miriri"
83,81,"Forevher","Shura",2019-08-16,"The second full-length release for the British pop artist was inspired by her own long-distance relationship.",8.5,2019,"shura2019forher"
83,82,"Clarity","Kim Petras",2019-06-28,"The debut full-length release for the German pop artist was produced by Dr. Luke, Aaron Joseph and Brandon Hamlin.",8.8,2019,"kimpetras2019claity"
82,83,"At the Party with My Brown Friends","Black Belt Eagle Scout",2019-08-30,"The second full-length release for the solo music project of Katherine Paul was self-produced.",7.1,2019,"blackbelteaglescout2019attnds"
82,84,"When I Say to You Black Lightning","Common Holly",2019-10-11,"The second full-length release for the Montreal-based singer-songwriter Brigitte Naggar was co-produced with Devon Bate and mixed by Hamish Mitchell.",NA,2019,"commonholly2019wheing"
82,85,"Pang","Caroline Polachek",2019-10-18,"The debut full-length release for the Former Chairlift singer under her own name features production from A.G. Cook, Danny L Harle, and Valley Girl.",8.7,2019,"carolinepolachek2019panang"
82,86,"Everything's For Sale","Boogie",2019-01-25,"The debut full-length studio release for the Compton rapper features guest appearances from 6LACK, Snoh Aalegra, Christian Scott aTunde Adjuah, Eminem, and JID.",8.4,2019,"boogie2019eveale"
82,87,"When We All Fall Asleep, Where Do We Go?","Billie Eilish",2019-03-29,"The debut full-length debut for the 17-year-old Los Angeles pop singer-songwriter was produced by her brother Finneas O'Connell (who also co-wrote).",7.6,2019,"billieeilish2019wheego"
82,88,"Saves the World","MUNA",2019-09-06,"The second full-length release for the Los Angeles-based indie pop trio was co-produced by Dan Grech-Marguerat.",8.6,2019,"muna2019savrld"
82,89,"Texas Piano Man","Robert Ellis",2019-02-14,"The fifth full-length release for the Texan singer-songwriter features piano-driven songs that recall such artists as Billy Joel, Elton John or Leon Russell.",NA,2019,"robertellis2019texman"
82,90,"Resonant Body","Octo Octa",2019-09-06,"The third full-length release for Brooklyn-based electronic artist Maya Bouldry-Morrison was recorded in New Hampshire.",6.8,2019,"octoocta2019resody"
82,91,"Stonechild","Jesca Hoop",2019-07-05,"The fifth full-length release for the singer-songwriter was produced by John Parish and features guest appearances from Justis, Lucius and Kate Stables.",7.8,2019,"jescahoop2019stoild"
82,92,"I Made a Place","Bonnie ""Prince"" Billy",2019-11-15,"The first full-length release of new material from the singer-songwriter in eight years features contributions from Nathan Salsburg, Mike Hyman and Joan Shelley.",7.7,2019,"bonnieprincebilly2019imaace"
